"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","Display.Value","Numeric","Low","High","Comments"
"MDG_0000000007","PUBLISHED",2006,"EMR","AFG","MLE",108.1,108.0676,NA,NA,NA
"MDG_0000000007","PUBLISHED",2005,"EMR","AFG","MLE",112.4,112.37031,NA,NA,NA
"MDG_0000000007","PUBLISHED",2000,"EMR","AFG","FMLE",125,125.00837,NA,NA,NA
"MDG_0000000007","PUBLISHED",1999,"EMR","AFG","FMLE",128.9,128.91268,NA,NA,NA
"MDG_0000000007","PUBLISHED",1994,"EMR","AFG","BTSX",155.8,155.75791,NA,NA,NA
"MDG_0000000007","PUBLISHED",1993,"EMR","AFG","BTSX",161.1,161.10345,NA,NA,NA
"MDG_0000000007","PUBLISHED",1988,"EMR","AFG","BTSX",191.6,191.61467,NA,NA,NA
"MDG_0000000007","PUBLISHED",1988,"EMR","AFG","MLE",195.9,195.94773,NA,NA,NA
"MDG_0000000007","PUBLISHED",1977,"EMR","AFG","FMLE",256.7,256.73561,NA,NA,NA
"MDG_0000000007","PUBLISHED",1971,"EMR","AFG","BTSX",297.2,297.18882,NA,NA,NA
"MDG_0000000007","PUBLISHED",1967,"EMR","AFG","MLE",326.3,326.29264,NA,NA,NA
"MDG_0000000007","PUBLISHED",1966,"EMR","AFG","MLE",331.7,331.69104,NA,NA,NA
"MDG_0000000007","PUBLISHED",2018,"AFR","AGO","FMLE",71.1,71.06926,NA,NA,NA
"MDG_0000000007","PUBLISHED",2007,"AFR","AGO","BTSX",147.7,147.73699,NA,NA,NA
"MDG_0000000007","PUBLISHED",2002,"AFR","AGO","MLE",203.2,203.15132,NA,NA,NA
"MDG_0000000007","PUBLISHED",1996,"AFR","AGO","FMLE",209.2,209.18947,NA,NA,NA
"MDG_0000000007","PUBLISHED",1990,"AFR","AGO","BTSX",223.4,223.40508,NA,NA,NA
"MDG_0000000007","PUBLISHED",1990,"AFR","AGO","FMLE",211.6,211.59456,NA,NA,NA
"MDG_0000000007","PUBLISHED",1980,"AFR","AGO","MLE",249.7,249.66623,NA,NA,NA
"MDG_0000000007","PUBLISHED",2013,"EUR","ALB","FMLE",9.9,9.85207,NA,NA,NA
"MDG_0000000007","PUBLISHED",2007,"EUR","ALB","BTSX",16.7,16.68039,NA,NA,NA
"MDG_0000000007","PUBLISHED",2002,"EUR","ALB","MLE",25,24.97051,NA,NA,NA
"MDG_0000000007","PUBLISHED",1991,"EUR","ALB","FMLE",35.7,35.73219,NA,NA,NA
"MDG_0000000007","PUBLISHED",1990,"EUR","ALB","FMLE",37.4,37.40637,NA,NA,NA
"MDG_0000000007","PUBLISHED",1985,"EUR","ALB","BTSX",54.6,54.63215,NA,NA,NA
"MDG_0000000007","PUBLISHED",1980,"EUR","ALB","MLE",84.8,84.79736,NA,NA,NA
"MDG_0000000007","PUBLISHED",2015,"EUR","AND","FMLE",3,2.97894,NA,NA,NA
"MDG_0000000007","PUBLISHED",2010,"EUR","AND","FMLE",3.8,3.804,NA,NA,NA
"MDG_0000000007","PUBLISHED",2004,"EUR","AND","BTSX",5.5,5.49434,NA,NA,NA
"MDG_0000000007","PUBLISHED",2003,"EUR","AND","BTSX",5.7,5.70845,NA,NA,NA
"MDG_0000000007","PUBLISHED",1999,"EUR","AND","MLE",7.3,7.2857,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"EUR","AND","BTSX",7,6.97412,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"EUR","AND","MLE",7.6,7.61648,NA,NA,NA
"MDG_0000000007","PUBLISHED",1993,"EUR","AND","FMLE",8.1,8.12665,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"EUR","AND","FMLE",8.6,8.61159,NA,NA,NA
"MDG_0000000007","PUBLISHED",1987,"EUR","AND","BTSX",12.9,12.90832,NA,NA,NA
"MDG_0000000007","PUBLISHED",2010,"EMR","ARE","MLE",9.4,9.36029,NA,NA,NA
"MDG_0000000007","PUBLISHED",2005,"EMR","ARE","FMLE",8.6,8.62405,NA,NA,NA
"MDG_0000000007","PUBLISHED",2004,"EMR","ARE","FMLE",8.9,8.86629,NA,NA,NA
"MDG_0000000007","PUBLISHED",1999,"EMR","ARE","BTSX",11.5,11.53409,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"EMR","ARE","BTSX",11.9,11.88555,NA,NA,NA
"MDG_0000000007","PUBLISHED",1994,"EMR","ARE","MLE",15.2,15.24595,NA,NA,NA
"MDG_0000000007","PUBLISHED",1993,"EMR","ARE","MLE",15.9,15.90597,NA,NA,NA
"MDG_0000000007","PUBLISHED",1982,"EMR","ARE","FMLE",25.7,25.7178,NA,NA,NA
"MDG_0000000007","PUBLISHED",1976,"EMR","ARE","BTSX",53.6,53.5509,NA,NA,NA
"MDG_0000000007","PUBLISHED",1971,"EMR","ARE","MLE",94.7,94.66468,NA,NA,NA
"MDG_0000000007","PUBLISHED",1965,"EMR","ARE","FMLE",140.6,140.64013,NA,NA,NA
"MDG_0000000007","PUBLISHED",2013,"AMR","ARG","BTSX",12.6,12.64642,NA,NA,NA
"MDG_0000000007","PUBLISHED",2008,"AMR","ARG","MLE",16.9,16.85889,NA,NA,NA
"MDG_0000000007","PUBLISHED",2002,"AMR","ARG","FMLE",16.4,16.41223,NA,NA,NA
"MDG_0000000007","PUBLISHED",1996,"AMR","ARG","BTSX",23.1,23.0785,NA,NA,NA
"MDG_0000000007","PUBLISHED",1990,"AMR","ARG","BTSX",28.6,28.61003,NA,NA,NA
"MDG_0000000007","PUBLISHED",1986,"AMR","ARG","MLE",32.6,32.6232,NA,NA,NA
"MDG_0000000007","PUBLISHED",1980,"AMR","ARG","FMLE",38.6,38.62036,NA,NA,NA
"MDG_0000000007","PUBLISHED",1974,"AMR","ARG","BTSX",66,65.98106,NA,NA,NA
"MDG_0000000007","PUBLISHED",1969,"AMR","ARG","MLE",76.3,76.30675,NA,NA,NA
"MDG_0000000007","PUBLISHED",2008,"EUR","ARM","FMLE",18.2,18.19938,NA,NA,NA
"MDG_0000000007","PUBLISHED",2007,"EUR","ARM","FMLE",19.2,19.17911,NA,NA,NA
"MDG_0000000007","PUBLISHED",2002,"EUR","ARM","BTSX",27.8,27.84421,NA,NA,NA
"MDG_0000000007","PUBLISHED",2001,"EUR","ARM","BTSX",29.3,29.26386,NA,NA,NA
"MDG_0000000007","PUBLISHED",1997,"EUR","ARM","MLE",39.1,39.14357,NA,NA,NA
"MDG_0000000007","PUBLISHED",1996,"EUR","ARM","MLE",41.1,41.05293,NA,NA,NA
"MDG_0000000007","PUBLISHED",1991,"EUR","ARM","FMLE",42.2,42.15787,NA,NA,NA
"MDG_0000000007","PUBLISHED",2018,"AMR","ATG","MLE",7,6.97089,NA,NA,NA
"MDG_0000000007","PUBLISHED",2017,"AMR","ATG","MLE",7.2,7.24718,NA,NA,NA
"MDG_0000000007","PUBLISHED",2012,"AMR","ATG","FMLE",7.7,7.69299,NA,NA,NA
"MDG_0000000007","PUBLISHED",2012,"AMR","ATG","MLE",9.3,9.2974,NA,NA,NA
"MDG_0000000007","PUBLISHED",2011,"AMR","ATG","FMLE",8.2,8.16801,NA,NA,NA
"MDG_0000000007","PUBLISHED",2006,"AMR","ATG","BTSX",11.9,11.93694,NA,NA,NA
"MDG_0000000007","PUBLISHED",2005,"AMR","ATG","BTSX",12.5,12.52986,NA,NA,NA
"MDG_0000000007","PUBLISHED",2000,"AMR","ATG","MLE",17.4,17.43515,NA,NA,NA
"MDG_0000000007","PUBLISHED",1989,"AMR","ATG","FMLE",26.6,26.56468,NA,NA,NA
"MDG_0000000007","PUBLISHED",2018,"WPR","AUS","BTSX",3.7,3.68861,NA,NA,NA
"MDG_0000000007","PUBLISHED",2017,"WPR","AUS","BTSX",3.7,3.73681,NA,NA,NA
"MDG_0000000007","PUBLISHED",2013,"WPR","AUS","MLE",4.5,4.48896,NA,NA,NA
"MDG_0000000007","PUBLISHED",2012,"WPR","AUS","BTSX",4.3,4.32264,NA,NA,NA
"MDG_0000000007","PUBLISHED",2012,"WPR","AUS","MLE",4.7,4.71282,NA,NA,NA
"MDG_0000000007","PUBLISHED",2006,"WPR","AUS","FMLE",5,5.00438,NA,NA,NA
"MDG_0000000007","PUBLISHED",1995,"WPR","AUS","BTSX",7,7.00859,NA,NA,NA
"MDG_0000000007","PUBLISHED",1990,"WPR","AUS","MLE",10.3,10.26934,NA,NA,NA
"MDG_0000000007","PUBLISHED",1989,"WPR","AUS","BTSX",9.7,9.70563,NA,NA,NA
"MDG_0000000007","PUBLISHED",1984,"WPR","AUS","FMLE",10.1,10.13156,NA,NA,NA
"MDG_0000000007","PUBLISHED",1978,"WPR","AUS","BTSX",14.4,14.36713,NA,NA,NA
"MDG_0000000007","PUBLISHED",1973,"WPR","AUS","BTSX",19.4,19.42499,NA,NA,NA
"MDG_0000000007","PUBLISHED",1968,"WPR","AUS","MLE",24.5,24.45587,NA,NA,NA
"MDG_0000000007","PUBLISHED",1962,"WPR","AUS","FMLE",20.9,20.91859,NA,NA,NA
"MDG_0000000007","PUBLISHED",1956,"WPR","AUS","BTSX",27.3,27.2608,NA,NA,NA
"MDG_0000000007","PUBLISHED",1951,"WPR","AUS","MLE",34.3,34.27735,NA,NA,NA
"MDG_0000000007","PUBLISHED",2015,"EUR","AUT","MLE",4.1,4.06376,NA,NA,NA
"MDG_0000000007","PUBLISHED",2009,"EUR","AUT","FMLE",4,3.98834,NA,NA,NA
"MDG_0000000007","PUBLISHED",2008,"EUR","AUT","FMLE",4.1,4.07901,NA,NA,NA
"MDG_0000000007","PUBLISHED",2003,"EUR","AUT","BTSX",5.2,5.19647,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"EUR","AUT","MLE",6.3,6.32746,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"EUR","AUT","FMLE",7.6,7.55295,NA,NA,NA
"MDG_0000000007","PUBLISHED",1987,"EUR","AUT","FMLE",9.8,9.76869,NA,NA,NA
"MDG_0000000007","PUBLISHED",1981,"EUR","AUT","BTSX",15.5,15.5035,NA,NA,NA
"MDG_0000000007","PUBLISHED",1980,"EUR","AUT","BTSX",16.3,16.25374,NA,NA,NA
"MDG_0000000007","PUBLISHED",1976,"EUR","AUT","MLE",23.8,23.8429,NA,NA,NA
"MDG_0000000007","PUBLISHED",1975,"EUR","AUT","MLE",26.1,26.06161,NA,NA,NA
"MDG_0000000007","PUBLISHED",1970,"EUR","AUT","FMLE",25.1,25.09276,NA,NA,NA
"MDG_0000000007","PUBLISHED",1969,"EUR","AUT","FMLE",25.3,25.3408,NA,NA,NA
"MDG_0000000007","PUBLISHED",2018,"EUR","AZE","MLE",23.6,23.57422,NA,NA,NA
"MDG_0000000007","PUBLISHED",2013,"EUR","AZE","FMLE",27.5,27.4798,NA,NA,NA
"MDG_0000000007","PUBLISHED",2012,"EUR","AZE","FMLE",29.6,29.55088,NA,NA,NA
"MDG_0000000007","PUBLISHED",2007,"EUR","AZE","BTSX",46.1,46.05096,NA,NA,NA
"MDG_0000000007","PUBLISHED",2007,"EUR","AZE","FMLE",42.1,42.14314,NA,NA,NA
"MDG_0000000007","PUBLISHED",2006,"EUR","AZE","BTSX",49.2,49.15888,NA,NA,NA
"MDG_0000000007","PUBLISHED",2001,"EUR","AZE","MLE",74.5,74.49079,NA,NA,NA
"MDG_0000000007","PUBLISHED",1990,"EUR","AZE","FMLE",89.6,89.62255,NA,NA,NA
"MDG_0000000007","PUBLISHED",1984,"EUR","AZE","BTSX",104.2,104.24757,NA,NA,NA
"MDG_0000000007","PUBLISHED",2016,"AFR","BDI","MLE",68.6,68.57313,NA,NA,NA
"MDG_0000000007","PUBLISHED",2011,"AFR","BDI","MLE",90.8,90.82027,NA,NA,NA
"MDG_0000000007","PUBLISHED",2010,"AFR","BDI","FMLE",84.5,84.51953,NA,NA,NA
"MDG_0000000007","PUBLISHED",1999,"AFR","BDI","BTSX",161.8,161.78466,NA,NA,NA
"MDG_0000000007","PUBLISHED",1994,"AFR","BDI","MLE",187.1,187.05518,NA,NA,NA
"MDG_0000000007","PUBLISHED",1988,"AFR","BDI","FMLE",162.3,162.33212,NA,NA,NA
"MDG_0000000007","PUBLISHED",1988,"AFR","BDI","MLE",177.8,177.78858,NA,NA,NA
"MDG_0000000007","PUBLISHED",1982,"AFR","BDI","BTSX",203.5,203.49993,NA,NA,NA
"MDG_0000000007","PUBLISHED",1977,"AFR","BDI","BTSX",247.1,247.13352,NA,NA,NA
"MDG_0000000007","PUBLISHED",1972,"AFR","BDI","MLE",259,259.0289,NA,NA,NA
"MDG_0000000007","PUBLISHED",1966,"AFR","BDI","FMLE",236.5,236.49896,NA,NA,NA
"MDG_0000000007","PUBLISHED",2015,"EUR","BEL","BTSX",4,3.98594,NA,NA,NA
"MDG_0000000007","PUBLISHED",2010,"EUR","BEL","MLE",5,4.96089,NA,NA,NA
"MDG_0000000007","PUBLISHED",2009,"EUR","BEL","BTSX",4.5,4.54692,NA,NA,NA
"MDG_0000000007","PUBLISHED",1999,"EUR","BEL","FMLE",5.3,5.32381,NA,NA,NA
"MDG_0000000007","PUBLISHED",1993,"EUR","BEL","BTSX",8.7,8.72407,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"EUR","BEL","BTSX",9.2,9.2072,NA,NA,NA
"MDG_0000000007","PUBLISHED",1988,"EUR","BEL","MLE",12.1,12.082,NA,NA,NA
"MDG_0000000007","PUBLISHED",1982,"EUR","BEL","FMLE",11.5,11.45491,NA,NA,NA
"MDG_0000000007","PUBLISHED",1971,"EUR","BEL","BTSX",23,22.98759,NA,NA,NA
"MDG_0000000007","PUBLISHED",1966,"EUR","BEL","MLE",30.3,30.31912,NA,NA,NA
"MDG_0000000007","PUBLISHED",1965,"EUR","BEL","MLE",31.3,31.25223,NA,NA,NA
"MDG_0000000007","PUBLISHED",1960,"EUR","BEL","FMLE",29.5,29.50237,NA,NA,NA
"MDG_0000000007","PUBLISHED",1959,"EUR","BEL","FMLE",31,31.00343,NA,NA,NA
"MDG_0000000007","PUBLISHED",1954,"EUR","BEL","BTSX",48.3,48.32104,NA,NA,NA
"MDG_0000000007","PUBLISHED",1953,"EUR","BEL","BTSX",51.3,51.288,NA,NA,NA
"MDG_0000000007","PUBLISHED",2009,"AFR","BEN","MLE",119.6,119.55517,NA,NA,NA
"MDG_0000000007","PUBLISHED",2003,"AFR","BEN","FMLE",122.6,122.59157,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"AFR","BEN","BTSX",145.9,145.91673,NA,NA,NA
"MDG_0000000007","PUBLISHED",1997,"AFR","BEN","BTSX",149.2,149.18479,NA,NA,NA
"MDG_0000000007","PUBLISHED",1993,"AFR","BEN","MLE",169.8,169.79676,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"AFR","BEN","MLE",174.1,174.05067,NA,NA,NA
"MDG_0000000007","PUBLISHED",1986,"AFR","BEN","FMLE",182.4,182.44453,NA,NA,NA
"MDG_0000000007","PUBLISHED",1981,"AFR","BEN","FMLE",200.1,200.13992,NA,NA,NA
"MDG_0000000007","PUBLISHED",1975,"AFR","BEN","BTSX",238.9,238.85141,NA,NA,NA
"MDG_0000000007","PUBLISHED",1970,"AFR","BEN","MLE",273.9,273.87837,NA,NA,NA
"MDG_0000000007","PUBLISHED",1964,"AFR","BEN","FMLE",277.7,277.66284,NA,NA,NA
"MDG_0000000007","PUBLISHED",1959,"AFR","BEN","FMLE",302.3,302.28797,NA,NA,NA
"MDG_0000000007","PUBLISHED",1958,"AFR","BEN","BTSX",320,319.97386,NA,NA,NA
"MDG_0000000007","PUBLISHED",1953,"AFR","BEN","BTSX",338.9,338.89904,NA,NA,NA
"MDG_0000000007","PUBLISHED",2017,"AFR","BFA","MLE",83.8,83.77788,NA,NA,NA
"MDG_0000000007","PUBLISHED",2011,"AFR","BFA","FMLE",102.8,102.84646,NA,NA,NA
"MDG_0000000007","PUBLISHED",2005,"AFR","BFA","BTSX",152.5,152.53042,NA,NA,NA
"MDG_0000000007","PUBLISHED",1995,"AFR","BFA","MLE",201.7,201.65142,NA,NA,NA
"MDG_0000000007","PUBLISHED",1989,"AFR","BFA","FMLE",192.7,192.71559,NA,NA,NA
"MDG_0000000007","PUBLISHED",1988,"AFR","BFA","FMLE",195.1,195.05552,NA,NA,NA
"MDG_0000000007","PUBLISHED",1983,"AFR","BFA","BTSX",224.6,224.55869,NA,NA,NA
"MDG_0000000007","PUBLISHED",1978,"AFR","BFA","MLE",263.4,263.44724,NA,NA,NA
"MDG_0000000007","PUBLISHED",1972,"AFR","BFA","MLE",321,321.0052,NA,NA,NA
"MDG_0000000007","PUBLISHED",1967,"AFR","BFA","FMLE",310,309.99464,NA,NA,NA
"MDG_0000000007","PUBLISHED",1961,"AFR","BFA","BTSX",339,338.96256,NA,NA,NA
"MDG_0000000007","PUBLISHED",1960,"AFR","BFA","BTSX",342.9,342.90666,NA,NA,NA
"MDG_0000000007","PUBLISHED",1956,"AFR","BFA","MLE",370.8,370.7547,NA,NA,NA
"MDG_0000000007","PUBLISHED",1955,"AFR","BFA","MLE",375,374.98287,NA,NA,NA
"MDG_0000000007","PUBLISHED",1950,"AFR","BFA","FMLE",369.1,369.0725,NA,NA,NA
"MDG_0000000007","PUBLISHED",2018,"SEAR","BGD","FMLE",28,27.9736,NA,NA,NA
"MDG_0000000007","PUBLISHED",2007,"SEAR","BGD","BTSX",58.8,58.82718,NA,NA,NA
"MDG_0000000007","PUBLISHED",2003,"SEAR","BGD","MLE",77.2,77.18083,NA,NA,NA
"MDG_0000000007","PUBLISHED",2002,"SEAR","BGD","MLE",81.5,81.465,NA,NA,NA
"MDG_0000000007","PUBLISHED",1997,"SEAR","BGD","FMLE",99,99.04403,NA,NA,NA
"MDG_0000000007","PUBLISHED",1996,"SEAR","BGD","FMLE",104.5,104.51565,NA,NA,NA
"MDG_0000000007","PUBLISHED",1991,"SEAR","BGD","BTSX",137.7,137.67485,NA,NA,NA
"MDG_0000000007","PUBLISHED",1990,"SEAR","BGD","BTSX",143.7,143.66083,NA,NA,NA
"MDG_0000000007","PUBLISHED",1985,"SEAR","BGD","MLE",176,176.01561,NA,NA,NA
"MDG_0000000007","PUBLISHED",1974,"SEAR","BGD","FMLE",215.1,215.13119,NA,NA,NA
"MDG_0000000007","PUBLISHED",1969,"SEAR","BGD","FMLE",219.4,219.37936,NA,NA,NA
"MDG_0000000007","PUBLISHED",1968,"SEAR","BGD","BTSX",225.5,225.52366,NA,NA,NA
"MDG_0000000007","PUBLISHED",1964,"SEAR","BGD","MLE",242.7,242.73719,NA,NA,NA
"MDG_0000000007","PUBLISHED",1963,"SEAR","BGD","MLE",247.6,247.63178,NA,NA,NA
"MDG_0000000007","PUBLISHED",1957,"SEAR","BGD","FMLE",275.4,275.40136,NA,NA,NA
"MDG_0000000007","PUBLISHED",2015,"EUR","BGR","BTSX",8.2,8.18239,NA,NA,NA
"MDG_0000000007","PUBLISHED",2010,"EUR","BGR","MLE",11.9,11.8751,NA,NA,NA
"MDG_0000000007","PUBLISHED",2004,"EUR","BGR","FMLE",12.6,12.62595,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"EUR","BGR","BTSX",18.9,18.859,NA,NA,NA
"MDG_0000000007","PUBLISHED",1993,"EUR","BGR","BTSX",19.2,19.20618,NA,NA,NA
"MDG_0000000007","PUBLISHED",1988,"EUR","BGR","MLE",19.9,19.8821,NA,NA,NA
"MDG_0000000007","PUBLISHED",1982,"EUR","BGR","FMLE",19.5,19.54759,NA,NA,NA
"MDG_0000000007","PUBLISHED",1976,"EUR","BGR","BTSX",28,27.99124,NA,NA,NA
"MDG_0000000007","PUBLISHED",1971,"EUR","BGR","MLE",34.7,34.66861,NA,NA,NA
"MDG_0000000007","PUBLISHED",2016,"EMR","BHR","FMLE",7.2,7.18244,NA,NA,NA
"MDG_0000000007","PUBLISHED",2015,"EMR","BHR","FMLE",7.3,7.31903,NA,NA,NA
"MDG_0000000007","PUBLISHED",2010,"EMR","BHR","BTSX",8.5,8.53378,NA,NA,NA
"MDG_0000000007","PUBLISHED",2009,"EMR","BHR","BTSX",8.9,8.92079,NA,NA,NA
"MDG_0000000007","PUBLISHED",2005,"EMR","BHR","MLE",11,10.98304,NA,NA,NA
"MDG_0000000007","PUBLISHED",1999,"EMR","BHR","FMLE",12.7,12.74396,NA,NA,NA
"MDG_0000000007","PUBLISHED",1993,"EMR","BHR","FMLE",20.3,20.27012,NA,NA,NA
"MDG_0000000007","PUBLISHED",1988,"EMR","BHR","BTSX",23.4,23.37093,NA,NA,NA
"MDG_0000000007","PUBLISHED",1987,"EMR","BHR","BTSX",23.7,23.71736,NA,NA,NA
"MDG_0000000007","PUBLISHED",1983,"EMR","BHR","MLE",28.4,28.42815,NA,NA,NA
"MDG_0000000007","PUBLISHED",1982,"EMR","BHR","MLE",29.9,29.90973,NA,NA,NA
"MDG_0000000007","PUBLISHED",1977,"EMR","BHR","FMLE",38.2,38.2045,NA,NA,NA
"MDG_0000000007","PUBLISHED",1976,"EMR","BHR","FMLE",41.4,41.39678,NA,NA,NA
"MDG_0000000007","PUBLISHED",1971,"EMR","BHR","BTSX",68.4,68.35857,NA,NA,NA
"MDG_0000000007","PUBLISHED",1970,"EMR","BHR","BTSX",75.8,75.77468,NA,NA,NA
"MDG_0000000007","PUBLISHED",1960,"EMR","BHR","MLE",199.1,199.05266,NA,NA,NA
"MDG_0000000007","PUBLISHED",2017,"AMR","BHS","FMLE",9.8,9.76848,NA,NA,NA
"MDG_0000000007","PUBLISHED",2012,"AMR","BHS","BTSX",12.1,12.11638,NA,NA,NA
"MDG_0000000007","PUBLISHED",2011,"AMR","BHS","BTSX",12.5,12.48074,NA,NA,NA
"MDG_0000000007","PUBLISHED",2007,"AMR","BHS","MLE",15.2,15.15936,NA,NA,NA
"MDG_0000000007","PUBLISHED",2006,"AMR","BHS","MLE",15.6,15.57457,NA,NA,NA
"MDG_0000000007","PUBLISHED",1995,"AMR","BHS","FMLE",17.1,17.09354,NA,NA,NA
"MDG_0000000007","PUBLISHED",1989,"AMR","BHS","BTSX",24.6,24.59527,NA,NA,NA
"MDG_0000000007","PUBLISHED",1984,"AMR","BHS","BTSX",28.1,28.1423,NA,NA,NA
"MDG_0000000007","PUBLISHED",1984,"AMR","BHS","MLE",30.1,30.06369,NA,NA,NA
"MDG_0000000007","PUBLISHED",1978,"AMR","BHS","FMLE",28.3,28.26323,NA,NA,NA
"MDG_0000000007","PUBLISHED",2018,"EUR","BIH","BTSX",5.8,5.80517,NA,NA,NA
"MDG_0000000007","PUBLISHED",2013,"EUR","BIH","MLE",7.1,7.07029,NA,NA,NA
"MDG_0000000007","PUBLISHED",2007,"EUR","BIH","FMLE",7.3,7.33598,NA,NA,NA
"MDG_0000000007","PUBLISHED",2002,"EUR","BIH","FMLE",8.2,8.2291,NA,NA,NA
"MDG_0000000007","PUBLISHED",2001,"EUR","BIH","BTSX",9.5,9.52174,NA,NA,NA
"MDG_0000000007","PUBLISHED",1991,"EUR","BIH","MLE",18.7,18.67787,NA,NA,NA
"MDG_0000000007","PUBLISHED",1985,"EUR","BIH","FMLE",24,24.00292,NA,NA,NA
"MDG_0000000007","PUBLISHED",2014,"EUR","BLR","BTSX",4.3,4.25232,NA,NA,NA
"MDG_0000000007","PUBLISHED",2014,"EUR","BLR","FMLE",3.7,3.71107,NA,NA,NA
"MDG_0000000007","PUBLISHED",2009,"EUR","BLR","MLE",6.7,6.74584,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"EUR","BLR","FMLE",12.3,12.26752,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"EUR","BLR","BTSX",15.3,15.3367,NA,NA,NA
"MDG_0000000007","PUBLISHED",1991,"EUR","BLR","BTSX",15.2,15.21776,NA,NA,NA
"MDG_0000000007","PUBLISHED",1987,"EUR","BLR","MLE",18.8,18.79626,NA,NA,NA
"MDG_0000000007","PUBLISHED",1986,"EUR","BLR","MLE",19.5,19.45338,NA,NA,NA
"MDG_0000000007","PUBLISHED",1981,"EUR","BLR","FMLE",17.1,17.13105,NA,NA,NA
"MDG_0000000007","PUBLISHED",1981,"EUR","BLR","MLE",23.1,23.11559,NA,NA,NA
"MDG_0000000007","PUBLISHED",2004,"AMR","BLZ","MLE",23.3,23.29058,NA,NA,NA
"MDG_0000000007","PUBLISHED",2003,"AMR","BLZ","MLE",23.8,23.76097,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"AMR","BLZ","FMLE",22.9,22.85022,NA,NA,NA
"MDG_0000000007","PUBLISHED",1997,"AMR","BLZ","FMLE",23.8,23.79458,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"AMR","BLZ","BTSX",33.8,33.82496,NA,NA,NA
"MDG_0000000007","PUBLISHED",1991,"AMR","BLZ","BTSX",35.9,35.94231,NA,NA,NA
"MDG_0000000007","PUBLISHED",1986,"AMR","BLZ","MLE",52.7,52.68139,NA,NA,NA
"MDG_0000000007","PUBLISHED",1975,"AMR","BLZ","FMLE",73.5,73.51726,NA,NA,NA
"MDG_0000000007","PUBLISHED",1969,"AMR","BLZ","BTSX",101.2,101.15028,NA,NA,NA
"MDG_0000000007","PUBLISHED",2017,"AMR","BOL","MLE",30.7,30.6617,NA,NA,NA
"MDG_0000000007","PUBLISHED",2016,"AMR","BOL","MLE",32,32.00039,NA,NA,NA
"MDG_0000000007","PUBLISHED",2010,"AMR","BOL","FMLE",37.5,37.49144,NA,NA,NA
"MDG_0000000007","PUBLISHED",1999,"AMR","BOL","BTSX",79.8,79.80795,NA,NA,NA
"MDG_0000000007","PUBLISHED",1994,"AMR","BOL","MLE",108,107.95177,NA,NA,NA
"MDG_0000000007","PUBLISHED",1989,"AMR","BOL","MLE",132.1,132.13891,NA,NA,NA
"MDG_0000000007","PUBLISHED",1988,"AMR","BOL","FMLE",124.3,124.29289,NA,NA,NA
"MDG_0000000007","PUBLISHED",1982,"AMR","BOL","BTSX",159.1,159.08517,NA,NA,NA
"MDG_0000000007","PUBLISHED",1972,"AMR","BOL","MLE",226.3,226.31658,NA,NA,NA
"MDG_0000000007","PUBLISHED",1966,"AMR","BOL","FMLE",241.8,241.77448,NA,NA,NA
"MDG_0000000007","PUBLISHED",1960,"AMR","BOL","BTSX",290.6,290.60126,NA,NA,NA
"MDG_0000000007","PUBLISHED",2014,"AMR","BRA","BTSX",16.2,16.18623,NA,NA,NA
"MDG_0000000007","PUBLISHED",2014,"AMR","BRA","MLE",18.1,18.07118,NA,NA,NA
"MDG_0000000007","PUBLISHED",2003,"AMR","BRA","FMLE",25,25.04743,NA,NA,NA
"MDG_0000000007","PUBLISHED",2002,"AMR","BRA","FMLE",26.8,26.82979,NA,NA,NA
"MDG_0000000007","PUBLISHED",1997,"AMR","BRA","BTSX",42.2,42.19619,NA,NA,NA
"MDG_0000000007","PUBLISHED",1996,"AMR","BRA","BTSX",45,44.98227,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"AMR","BRA","MLE",62.8,62.80229,NA,NA,NA
"MDG_0000000007","PUBLISHED",1986,"AMR","BRA","FMLE",67.1,67.12303,NA,NA,NA
"MDG_0000000007","PUBLISHED",1981,"AMR","BRA","FMLE",83.8,83.78226,NA,NA,NA
"MDG_0000000007","PUBLISHED",1975,"AMR","BRA","BTSX",115.8,115.79471,NA,NA,NA
"MDG_0000000007","PUBLISHED",1974,"AMR","BRA","BTSX",119.1,119.09347,NA,NA,NA
"MDG_0000000007","PUBLISHED",1970,"AMR","BRA","MLE",143.1,143.05774,NA,NA,NA
"MDG_0000000007","PUBLISHED",1969,"AMR","BRA","MLE",146.6,146.58129,NA,NA,NA
