"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","Display.Value","Numeric","Low","High","Comments"
"MDG_0000000007","PUBLISHED",1969,"AMR","PRY","MLE",83.3,83.33963,NA,NA,NA
"MDG_0000000007","PUBLISHED",1966,"AMR","PRY","MLE",84.4,84.44757,NA,NA,NA
"MDG_0000000007","PUBLISHED",1963,"AMR","PRY","BTSX",80.6,80.55727,NA,NA,NA
"MDG_0000000007","PUBLISHED",1963,"AMR","PRY","MLE",85.6,85.58701,NA,NA,NA
"MDG_0000000007","PUBLISHED",1958,"AMR","PRY","FMLE",78.7,78.65262,NA,NA,NA
"MDG_0000000007","PUBLISHED",1957,"AMR","PRY","MLE",90.2,90.16273,NA,NA,NA
"MDG_0000000007","PUBLISHED",2018,"EMR","QAT","FMLE",6.3,6.31379,NA,NA,NA
"MDG_0000000007","PUBLISHED",2015,"EMR","QAT","FMLE",7.2,7.1978,NA,NA,NA
"MDG_0000000007","PUBLISHED",2014,"EMR","QAT","BTSX",8.1,8.14064,NA,NA,NA
"MDG_0000000007","PUBLISHED",2011,"EMR","QAT","BTSX",8.9,8.89521,NA,NA,NA
"MDG_0000000007","PUBLISHED",2007,"EMR","QAT","MLE",10.6,10.58361,NA,NA,NA
"MDG_0000000007","PUBLISHED",2004,"EMR","QAT","MLE",11.6,11.62467,NA,NA,NA
"MDG_0000000007","PUBLISHED",2003,"EMR","QAT","FMLE",10.2,10.2091,NA,NA,NA
"MDG_0000000007","PUBLISHED",2001,"EMR","QAT","MLE",13,12.96906,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"EMR","QAT","BTSX",13.5,13.46227,NA,NA,NA
"MDG_0000000007","PUBLISHED",1995,"EMR","QAT","BTSX",15.3,15.29318,NA,NA,NA
"MDG_0000000007","PUBLISHED",1993,"EMR","QAT","FMLE",15.6,15.58631,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"EMR","QAT","BTSX",18.2,18.18895,NA,NA,NA
"MDG_0000000007","PUBLISHED",1989,"EMR","QAT","BTSX",22.2,22.19011,NA,NA,NA
"MDG_0000000007","PUBLISHED",1985,"EMR","QAT","MLE",30.5,30.53199,NA,NA,NA
"MDG_0000000007","PUBLISHED",1984,"EMR","QAT","FMLE",27.1,27.10164,NA,NA,NA
"MDG_0000000007","PUBLISHED",1982,"EMR","QAT","MLE",35.4,35.40929,NA,NA,NA
"MDG_0000000007","PUBLISHED",1981,"EMR","QAT","FMLE",31.5,31.45243,NA,NA,NA
"MDG_0000000007","PUBLISHED",1978,"EMR","QAT","FMLE",36.8,36.81484,NA,NA,NA
"MDG_0000000007","PUBLISHED",1976,"EMR","QAT","BTSX",44.7,44.7385,NA,NA,NA
"MDG_0000000007","PUBLISHED",1973,"EMR","QAT","BTSX",53.7,53.6772,NA,NA,NA
"MDG_0000000007","PUBLISHED",1970,"EMR","QAT","BTSX",65.8,65.81553,NA,NA,NA
"MDG_0000000007","PUBLISHED",1970,"EMR","QAT","MLE",69.7,69.74257,NA,NA,NA
"MDG_0000000007","PUBLISHED",2017,"EUR","ROU","BTSX",7.8,7.82031,NA,NA,NA
"MDG_0000000007","PUBLISHED",2012,"EUR","ROU","FMLE",9.9,9.8558,NA,NA,NA
"MDG_0000000007","PUBLISHED",2010,"EUR","ROU","MLE",12.7,12.70946,NA,NA,NA
"MDG_0000000007","PUBLISHED",2009,"EUR","ROU","FMLE",10.7,10.6617,NA,NA,NA
"MDG_0000000007","PUBLISHED",2006,"EUR","ROU","FMLE",14.4,14.35608,NA,NA,NA
"MDG_0000000007","PUBLISHED",2001,"EUR","ROU","BTSX",21.1,21.0995,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"EUR","ROU","BTSX",24.6,24.57804,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"EUR","ROU","MLE",27.1,27.14141,NA,NA,NA
"MDG_0000000007","PUBLISHED",1995,"EUR","ROU","MLE",29.9,29.93729,NA,NA,NA
"MDG_0000000007","PUBLISHED",1993,"EUR","ROU","FMLE",24.9,24.92355,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"EUR","ROU","MLE",31.7,31.69275,NA,NA,NA
"MDG_0000000007","PUBLISHED",1990,"EUR","ROU","FMLE",27.7,27.7123,NA,NA,NA
"MDG_0000000007","PUBLISHED",1987,"EUR","ROU","FMLE",31,31.02286,NA,NA,NA
"MDG_0000000007","PUBLISHED",1986,"EUR","ROU","BTSX",33.2,33.1832,NA,NA,NA
"MDG_0000000007","PUBLISHED",1984,"EUR","ROU","FMLE",27.6,27.5811,NA,NA,NA
"MDG_0000000007","PUBLISHED",1983,"EUR","ROU","BTSX",31.4,31.4131,NA,NA,NA
"MDG_0000000007","PUBLISHED",1979,"EUR","ROU","MLE",40,39.96817,NA,NA,NA
"MDG_0000000007","PUBLISHED",1976,"EUR","ROU","MLE",43.9,43.87986,NA,NA,NA
"MDG_0000000007","PUBLISHED",1973,"EUR","ROU","MLE",48.3,48.34252,NA,NA,NA
"MDG_0000000007","PUBLISHED",1970,"EUR","ROU","MLE",60.7,60.65348,NA,NA,NA
"MDG_0000000007","PUBLISHED",1965,"EUR","ROU","FMLE",48.5,48.54309,NA,NA,NA
"MDG_0000000007","PUBLISHED",1964,"EUR","ROU","BTSX",54.3,54.27477,NA,NA,NA
"MDG_0000000007","PUBLISHED",2017,"EUR","RUS","BTSX",7.6,7.56251,NA,NA,NA
"MDG_0000000007","PUBLISHED",2014,"EUR","RUS","BTSX",9,9.0466,NA,NA,NA
"MDG_0000000007","PUBLISHED",2013,"EUR","RUS","MLE",10.5,10.49142,NA,NA,NA
"MDG_0000000007","PUBLISHED",2010,"EUR","RUS","MLE",11.5,11.50462,NA,NA,NA
"MDG_0000000007","PUBLISHED",2007,"EUR","RUS","MLE",13.3,13.32914,NA,NA,NA
"MDG_0000000007","PUBLISHED",2006,"EUR","RUS","FMLE",11.1,11.10979,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"EUR","RUS","BTSX",20.7,20.70333,NA,NA,NA
"MDG_0000000007","PUBLISHED",1995,"EUR","RUS","BTSX",21.8,21.81489,NA,NA,NA
"MDG_0000000007","PUBLISHED",1993,"EUR","RUS","FMLE",18.7,18.73647,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"EUR","RUS","BTSX",21.6,21.62029,NA,NA,NA
"MDG_0000000007","PUBLISHED",1988,"EUR","RUS","MLE",25.9,25.89349,NA,NA,NA
"MDG_0000000007","PUBLISHED",1985,"EUR","RUS","MLE",28.5,28.45721,NA,NA,NA
"MDG_0000000007","PUBLISHED",1984,"EUR","RUS","FMLE",21.9,21.86666,NA,NA,NA
"MDG_0000000007","PUBLISHED",1981,"EUR","RUS","FMLE",23.1,23.14129,NA,NA,NA
"MDG_0000000007","PUBLISHED",1979,"EUR","RUS","BTSX",28.2,28.15145,NA,NA,NA
"MDG_0000000007","PUBLISHED",1979,"EUR","RUS","MLE",31.9,31.94946,NA,NA,NA
"MDG_0000000007","PUBLISHED",1978,"EUR","RUS","FMLE",24.7,24.71298,NA,NA,NA
"MDG_0000000007","PUBLISHED",1976,"EUR","RUS","BTSX",30.2,30.19074,NA,NA,NA
"MDG_0000000007","PUBLISHED",1973,"EUR","RUS","BTSX",33.5,33.52327,NA,NA,NA
"MDG_0000000007","PUBLISHED",1973,"EUR","RUS","MLE",37.8,37.78895,NA,NA,NA
"MDG_0000000007","PUBLISHED",1970,"EUR","RUS","BTSX",38.2,38.15601,NA,NA,NA
"MDG_0000000007","PUBLISHED",1970,"EUR","RUS","MLE",42.8,42.82241,NA,NA,NA
"MDG_0000000007","PUBLISHED",2016,"AFR","RWA","BTSX",38.8,38.81583,NA,NA,NA
"MDG_0000000007","PUBLISHED",2014,"AFR","RWA","FMLE",40.2,40.19335,NA,NA,NA
"MDG_0000000007","PUBLISHED",2011,"AFR","RWA","FMLE",52.5,52.51245,NA,NA,NA
"MDG_0000000007","PUBLISHED",2009,"AFR","RWA","MLE",75.1,75.14148,NA,NA,NA
"MDG_0000000007","PUBLISHED",2008,"AFR","RWA","FMLE",73.7,73.68742,NA,NA,NA
"MDG_0000000007","PUBLISHED",2005,"AFR","RWA","FMLE",104.5,104.48023,NA,NA,NA
"MDG_0000000007","PUBLISHED",2000,"AFR","RWA","BTSX",183.1,183.05387,NA,NA,NA
"MDG_0000000007","PUBLISHED",1997,"AFR","RWA","MLE",216.9,216.91528,NA,NA,NA
"MDG_0000000007","PUBLISHED",1994,"AFR","RWA","BTSX",286,286.02983,NA,NA,NA
"MDG_0000000007","PUBLISHED",1994,"AFR","RWA","MLE",294.8,294.7913,NA,NA,NA
"MDG_0000000007","PUBLISHED",1989,"AFR","RWA","FMLE",142.1,142.07953,NA,NA,NA
"MDG_0000000007","PUBLISHED",1986,"AFR","RWA","FMLE",147.3,147.33232,NA,NA,NA
"MDG_0000000007","PUBLISHED",1985,"AFR","RWA","BTSX",161,161.01415,NA,NA,NA
"MDG_0000000007","PUBLISHED",1983,"AFR","RWA","FMLE",166.1,166.13916,NA,NA,NA
"MDG_0000000007","PUBLISHED",1978,"AFR","RWA","MLE",256.9,256.85721,NA,NA,NA
"MDG_0000000007","PUBLISHED",1975,"AFR","RWA","BTSX",247.2,247.16467,NA,NA,NA
"MDG_0000000007","PUBLISHED",1975,"AFR","RWA","MLE",258.7,258.74838,NA,NA,NA
"MDG_0000000007","PUBLISHED",1972,"AFR","RWA","MLE",240.2,240.19621,NA,NA,NA
"MDG_0000000007","PUBLISHED",1967,"AFR","RWA","FMLE",202,201.95971,NA,NA,NA
"MDG_0000000007","PUBLISHED",1964,"AFR","RWA","FMLE",199.3,199.2617,NA,NA,NA
"MDG_0000000007","PUBLISHED",1963,"AFR","RWA","BTSX",210.5,210.45742,NA,NA,NA
"MDG_0000000007","PUBLISHED",1961,"AFR","RWA","FMLE",205.2,205.24676,NA,NA,NA
"MDG_0000000007","PUBLISHED",1960,"AFR","RWA","BTSX",220.2,220.22957,NA,NA,NA
"MDG_0000000007","PUBLISHED",1956,"AFR","RWA","MLE",256.9,256.85454,NA,NA,NA
"MDG_0000000007","PUBLISHED",2016,"EMR","SAU","MLE",8.4,8.36125,NA,NA,NA
"MDG_0000000007","PUBLISHED",2015,"EMR","SAU","FMLE",8.1,8.08205,NA,NA,NA
"MDG_0000000007","PUBLISHED",2013,"EMR","SAU","MLE",10.4,10.37291,NA,NA,NA
"MDG_0000000007","PUBLISHED",2012,"EMR","SAU","FMLE",10,9.95261,NA,NA,NA
"MDG_0000000007","PUBLISHED",2007,"EMR","SAU","BTSX",14.7,14.67922,NA,NA,NA
"MDG_0000000007","PUBLISHED",2005,"EMR","SAU","FMLE",15.6,15.55004,NA,NA,NA
"MDG_0000000007","PUBLISHED",2004,"EMR","SAU","BTSX",17.6,17.55897,NA,NA,NA
"MDG_0000000007","PUBLISHED",2001,"EMR","SAU","BTSX",20.9,20.87952,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"EMR","SAU","BTSX",25,25.04454,NA,NA,NA
"MDG_0000000007","PUBLISHED",1997,"EMR","SAU","MLE",28.3,28.34443,NA,NA,NA
"MDG_0000000007","PUBLISHED",1994,"EMR","SAU","MLE",34.8,34.78289,NA,NA,NA
"MDG_0000000007","PUBLISHED",1993,"EMR","SAU","FMLE",33.2,33.23532,NA,NA,NA
"MDG_0000000007","PUBLISHED",1990,"EMR","SAU","FMLE",42.3,42.28888,NA,NA,NA
"MDG_0000000007","PUBLISHED",1987,"EMR","SAU","FMLE",54.3,54.31675,NA,NA,NA
"MDG_0000000007","PUBLISHED",1985,"EMR","SAU","BTSX",66.2,66.17649,NA,NA,NA
"MDG_0000000007","PUBLISHED",1982,"EMR","SAU","BTSX",82.2,82.19725,NA,NA,NA
"MDG_0000000007","PUBLISHED",1979,"EMR","SAU","BTSX",100.8,100.80284,NA,NA,NA
"MDG_0000000007","PUBLISHED",1979,"EMR","SAU","MLE",103.3,103.33861,NA,NA,NA
"MDG_0000000007","PUBLISHED",2018,"EMR","SDN","FMLE",55.3,55.29708,NA,NA,NA
"MDG_0000000007","PUBLISHED",2015,"EMR","SDN","FMLE",60.8,60.7741,NA,NA,NA
"MDG_0000000007","PUBLISHED",2012,"EMR","SDN","FMLE",66.2,66.1606,NA,NA,NA
"MDG_0000000007","PUBLISHED",2007,"EMR","SDN","BTSX",82.8,82.76083,NA,NA,NA
"MDG_0000000007","PUBLISHED",2007,"EMR","SDN","MLE",88.7,88.70013,NA,NA,NA
"MDG_0000000007","PUBLISHED",2004,"EMR","SDN","BTSX",91.1,91.12557,NA,NA,NA
"MDG_0000000007","PUBLISHED",2004,"EMR","SDN","MLE",97.4,97.44531,NA,NA,NA
"MDG_0000000007","PUBLISHED",2001,"EMR","SDN","MLE",107.7,107.65804,NA,NA,NA
"MDG_0000000007","PUBLISHED",1999,"EMR","SDN","FMLE",100.2,100.24391,NA,NA,NA
"MDG_0000000007","PUBLISHED",1996,"EMR","SDN","FMLE",109.1,109.11397,NA,NA,NA
"MDG_0000000007","PUBLISHED",1993,"EMR","SDN","FMLE",116.7,116.73698,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"EMR","SDN","BTSX",127.1,127.08375,NA,NA,NA
"MDG_0000000007","PUBLISHED",1990,"EMR","SDN","FMLE",123.6,123.55548,NA,NA,NA
"MDG_0000000007","PUBLISHED",1985,"EMR","SDN","MLE",148.4,148.4481,NA,NA,NA
"MDG_0000000007","PUBLISHED",1982,"EMR","SDN","MLE",151.6,151.63024,NA,NA,NA
"MDG_0000000007","PUBLISHED",1979,"EMR","SDN","MLE",154.3,154.33201,NA,NA,NA
"MDG_0000000007","PUBLISHED",1974,"EMR","SDN","FMLE",144.8,144.79931,NA,NA,NA
"MDG_0000000007","PUBLISHED",1971,"EMR","SDN","FMLE",147.4,147.40886,NA,NA,NA
"MDG_0000000007","PUBLISHED",1970,"EMR","SDN","BTSX",155.9,155.93864,NA,NA,NA
"MDG_0000000007","PUBLISHED",1967,"EMR","SDN","BTSX",159.8,159.77856,NA,NA,NA
"MDG_0000000007","PUBLISHED",1965,"EMR","SDN","FMLE",155.5,155.53222,NA,NA,NA
"MDG_0000000007","PUBLISHED",1964,"EMR","SDN","BTSX",165.8,165.83054,NA,NA,NA
"MDG_0000000007","PUBLISHED",1963,"EMR","SDN","MLE",176.1,176.05398,NA,NA,NA
"MDG_0000000007","PUBLISHED",1960,"EMR","SDN","MLE",184.5,184.4926,NA,NA,NA
"MDG_0000000007","PUBLISHED",1957,"EMR","SDN","MLE",194.2,194.2399,NA,NA,NA
"MDG_0000000007","PUBLISHED",1956,"EMR","SDN","FMLE",180.7,180.70146,NA,NA,NA
"MDG_0000000007","PUBLISHED",2017,"AFR","SEN","BTSX",45.6,45.56077,NA,NA,NA
"MDG_0000000007","PUBLISHED",2014,"AFR","SEN","BTSX",52.9,52.85271,NA,NA,NA
"MDG_0000000007","PUBLISHED",2011,"AFR","SEN","BTSX",62.5,62.52893,NA,NA,NA
"MDG_0000000007","PUBLISHED",2008,"AFR","SEN","BTSX",75.5,75.45689,NA,NA,NA
"MDG_0000000007","PUBLISHED",2004,"AFR","SEN","MLE",106.7,106.70724,NA,NA,NA
"MDG_0000000007","PUBLISHED",2001,"AFR","SEN","MLE",131.1,131.1214,NA,NA,NA
"MDG_0000000007","PUBLISHED",2000,"AFR","SEN","FMLE",124.7,124.72489,NA,NA,NA
"MDG_0000000007","PUBLISHED",1997,"AFR","SEN","FMLE",133.7,133.74809,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"AFR","SEN","BTSX",136.8,136.81728,NA,NA,NA
"MDG_0000000007","PUBLISHED",1989,"AFR","SEN","BTSX",142.7,142.71553,NA,NA,NA
"MDG_0000000007","PUBLISHED",1989,"AFR","SEN","MLE",149.4,149.39117,NA,NA,NA
"MDG_0000000007","PUBLISHED",1986,"AFR","SEN","BTSX",163.1,163.06327,NA,NA,NA
"MDG_0000000007","PUBLISHED",1981,"AFR","SEN","FMLE",189.9,189.85978,NA,NA,NA
"MDG_0000000007","PUBLISHED",1979,"AFR","SEN","MLE",218.8,218.76924,NA,NA,NA
"MDG_0000000007","PUBLISHED",1978,"AFR","SEN","FMLE",213.6,213.57327,NA,NA,NA
"MDG_0000000007","PUBLISHED",1975,"AFR","SEN","FMLE",245.4,245.3975,NA,NA,NA
"MDG_0000000007","PUBLISHED",1970,"AFR","SEN","BTSX",288.3,288.26659,NA,NA,NA
"MDG_0000000007","PUBLISHED",1967,"AFR","SEN","BTSX",296.7,296.66083,NA,NA,NA
"MDG_0000000007","PUBLISHED",1967,"AFR","SEN","MLE",302.4,302.43063,NA,NA,NA
"MDG_0000000007","PUBLISHED",1964,"AFR","SEN","MLE",304.1,304.14988,NA,NA,NA
"MDG_0000000007","PUBLISHED",1961,"AFR","SEN","MLE",302.4,302.44554,NA,NA,NA
"MDG_0000000007","PUBLISHED",1959,"AFR","SEN","FMLE",291.2,291.23915,NA,NA,NA
"MDG_0000000007","PUBLISHED",1956,"AFR","SEN","FMLE",300.3,300.26501,NA,NA,NA
"MDG_0000000007","PUBLISHED",1953,"AFR","SEN","FMLE",314.6,314.5756,NA,NA,NA
"MDG_0000000007","PUBLISHED",1952,"AFR","SEN","BTSX",326.8,326.82873,NA,NA,NA
"MDG_0000000007","PUBLISHED",2017,"WPR","SGP","MLE",3,2.99543,NA,NA,NA
"MDG_0000000007","PUBLISHED",2014,"WPR","SGP","MLE",2.9,2.92059,NA,NA,NA
"MDG_0000000007","PUBLISHED",2011,"WPR","SGP","MLE",3,2.99915,NA,NA,NA
"MDG_0000000007","PUBLISHED",2008,"WPR","SGP","MLE",3.1,3.0582,NA,NA,NA
"MDG_0000000007","PUBLISHED",2003,"WPR","SGP","FMLE",2.9,2.93768,NA,NA,NA
"MDG_0000000007","PUBLISHED",2002,"WPR","SGP","BTSX",3.4,3.37847,NA,NA,NA
"MDG_0000000007","PUBLISHED",2000,"WPR","SGP","FMLE",3.6,3.55147,NA,NA,NA
"MDG_0000000007","PUBLISHED",1999,"WPR","SGP","BTSX",4.1,4.12138,NA,NA,NA
"MDG_0000000007","PUBLISHED",1996,"WPR","SGP","BTSX",4.8,4.79823,NA,NA,NA
"MDG_0000000007","PUBLISHED",1995,"WPR","SGP","MLE",5.4,5.41854,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"WPR","SGP","MLE",6.8,6.77142,NA,NA,NA
"MDG_0000000007","PUBLISHED",1989,"WPR","SGP","MLE",9.1,9.11165,NA,NA,NA
"MDG_0000000007","PUBLISHED",1988,"WPR","SGP","FMLE",8.3,8.30933,NA,NA,NA
"MDG_0000000007","PUBLISHED",1980,"WPR","SGP","BTSX",14.7,14.66537,NA,NA,NA
"MDG_0000000007","PUBLISHED",1977,"WPR","SGP","BTSX",15.3,15.33904,NA,NA,NA
"MDG_0000000007","PUBLISHED",1974,"WPR","SGP","BTSX",19.6,19.58551,NA,NA,NA
"MDG_0000000007","PUBLISHED",1970,"WPR","SGP","MLE",30.1,30.08971,NA,NA,NA
"MDG_0000000007","PUBLISHED",1967,"WPR","SGP","MLE",35.1,35.11291,NA,NA,NA
"MDG_0000000007","PUBLISHED",1966,"WPR","SGP","FMLE",29.9,29.87092,NA,NA,NA
"MDG_0000000007","PUBLISHED",1963,"WPR","SGP","FMLE",34,34.02517,NA,NA,NA
"MDG_0000000007","PUBLISHED",1961,"WPR","SGP","BTSX",43.7,43.67131,NA,NA,NA
"MDG_0000000007","PUBLISHED",1958,"WPR","SGP","BTSX",56.9,56.92391,NA,NA,NA
"MDG_0000000007","PUBLISHED",1955,"WPR","SGP","BTSX",71.9,71.90598,NA,NA,NA
"MDG_0000000007","PUBLISHED",1955,"WPR","SGP","MLE",76.4,76.38216,NA,NA,NA
"MDG_0000000007","PUBLISHED",2017,"WPR","SLB","BTSX",20.6,20.6262,NA,NA,NA
"MDG_0000000007","PUBLISHED",2014,"WPR","SLB","BTSX",22.7,22.74215,NA,NA,NA
"MDG_0000000007","PUBLISHED",2012,"WPR","SLB","FMLE",21.9,21.92812,NA,NA,NA
"MDG_0000000007","PUBLISHED",2010,"WPR","SLB","MLE",28,28.02062,NA,NA,NA
"MDG_0000000007","PUBLISHED",2006,"WPR","SLB","FMLE",25.8,25.79717,NA,NA,NA
"MDG_0000000007","PUBLISHED",2003,"WPR","SLB","FMLE",26.8,26.77946,NA,NA,NA
"MDG_0000000007","PUBLISHED",2001,"WPR","SLB","BTSX",30,30.01819,NA,NA,NA
"MDG_0000000007","PUBLISHED",2000,"WPR","SLB","FMLE",27.7,27.72474,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"WPR","SLB","BTSX",31.5,31.53579,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"WPR","SLB","MLE",34.2,34.21889,NA,NA,NA
"MDG_0000000007","PUBLISHED",1995,"WPR","SLB","MLE",36.4,36.4445,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"WPR","SLB","BTSX",36.5,36.51524,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"WPR","SLB","MLE",39.5,39.46442,NA,NA,NA
"MDG_0000000007","PUBLISHED",1990,"WPR","SLB","FMLE",35.2,35.2283,NA,NA,NA
"MDG_0000000007","PUBLISHED",1987,"WPR","SLB","FMLE",38,37.9597,NA,NA,NA
"MDG_0000000007","PUBLISHED",1984,"WPR","SLB","FMLE",41.6,41.58104,NA,NA,NA
"MDG_0000000007","PUBLISHED",1983,"WPR","SLB","BTSX",46.9,46.86727,NA,NA,NA
"MDG_0000000007","PUBLISHED",1981,"WPR","SLB","FMLE",46.8,46.8115,NA,NA,NA
"MDG_0000000007","PUBLISHED",1976,"WPR","SLB","MLE",71.9,71.86299,NA,NA,NA
"MDG_0000000007","PUBLISHED",1973,"WPR","SLB","MLE",88.3,88.26747,NA,NA,NA
"MDG_0000000007","PUBLISHED",1997,"AFR","MOZ","FMLE",193,192.9666,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"AFR","MOZ","BTSX",234.3,234.30489,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"AFR","MOZ","FMLE",225.4,225.36414,NA,NA,NA
"MDG_0000000007","PUBLISHED",1991,"AFR","MOZ","BTSX",238.1,238.11631,NA,NA,NA
"MDG_0000000007","PUBLISHED",1991,"AFR","MOZ","FMLE",229,228.9551,NA,NA,NA
"MDG_0000000007","PUBLISHED",1987,"AFR","MOZ","MLE",259.5,259.52498,NA,NA,NA
"MDG_0000000007","PUBLISHED",1986,"AFR","MOZ","BTSX",253.1,253.12186,NA,NA,NA
"MDG_0000000007","PUBLISHED",1986,"AFR","MOZ","MLE",262.7,262.65091,NA,NA,NA
"MDG_0000000007","PUBLISHED",1981,"AFR","MOZ","FMLE",252.2,252.17357,NA,NA,NA
"MDG_0000000007","PUBLISHED",1981,"AFR","MOZ","MLE",273,272.96163,NA,NA,NA
"MDG_0000000007","PUBLISHED",1980,"AFR","MOZ","FMLE",252.6,252.59172,NA,NA,NA
"MDG_0000000007","PUBLISHED",1975,"AFR","MOZ","FMLE",256.3,256.33483,NA,NA,NA
"MDG_0000000007","PUBLISHED",1975,"AFR","MOZ","MLE",277.2,277.21278,NA,NA,NA
"MDG_0000000007","PUBLISHED",1969,"AFR","MOZ","BTSX",272.5,272.48916,NA,NA,NA
"MDG_0000000007","PUBLISHED",1964,"AFR","MOZ","BTSX",268.3,268.32039,NA,NA,NA
"MDG_0000000007","PUBLISHED",1964,"AFR","MOZ","MLE",279,279.00376,NA,NA,NA
"MDG_0000000007","PUBLISHED",2014,"AFR","MRT","MLE",92.6,92.60022,NA,NA,NA
"MDG_0000000007","PUBLISHED",2013,"AFR","MRT","MLE",95.4,95.42617,NA,NA,NA
"MDG_0000000007","PUBLISHED",2008,"AFR","MRT","FMLE",95.2,95.22569,NA,NA,NA
"MDG_0000000007","PUBLISHED",2007,"AFR","MRT","BTSX",105.3,105.2723,NA,NA,NA
"MDG_0000000007","PUBLISHED",2007,"AFR","MRT","FMLE",97.8,97.81195,NA,NA,NA
"MDG_0000000007","PUBLISHED",2002,"AFR","MRT","BTSX",112.8,112.83221,NA,NA,NA
"MDG_0000000007","PUBLISHED",1997,"AFR","MRT","MLE",121.3,121.26287,NA,NA,NA
"MDG_0000000007","PUBLISHED",1996,"AFR","MRT","BTSX",113.7,113.66605,NA,NA,NA
"MDG_0000000007","PUBLISHED",1992,"AFR","MRT","MLE",121.4,121.38942,NA,NA,NA
"MDG_0000000007","PUBLISHED",1991,"AFR","MRT","FMLE",107.4,107.4402,NA,NA,NA
"MDG_0000000007","PUBLISHED",1986,"AFR","MRT","FMLE",124.5,124.5344,NA,NA,NA
"MDG_0000000007","PUBLISHED",1985,"AFR","MRT","BTSX",139,138.95454,NA,NA,NA
"MDG_0000000007","PUBLISHED",1985,"AFR","MRT","FMLE",130.3,130.31887,NA,NA,NA
"MDG_0000000007","PUBLISHED",1980,"AFR","MRT","BTSX",164.5,164.47395,NA,NA,NA
"MDG_0000000007","PUBLISHED",1980,"AFR","MRT","FMLE",154.8,154.8155,NA,NA,NA
"MDG_0000000007","PUBLISHED",1980,"AFR","MRT","MLE",173.7,173.66974,NA,NA,NA
"MDG_0000000007","PUBLISHED",1979,"AFR","MRT","BTSX",169.2,169.23629,NA,NA,NA
"MDG_0000000007","PUBLISHED",1975,"AFR","MRT","MLE",196.4,196.35591,NA,NA,NA
"MDG_0000000007","PUBLISHED",1974,"AFR","MRT","MLE",198.4,198.43131,NA,NA,NA
"MDG_0000000007","PUBLISHED",1969,"AFR","MRT","FMLE",185.4,185.40721,NA,NA,NA
"MDG_0000000007","PUBLISHED",1968,"AFR","MRT","FMLE",190.4,190.35669,NA,NA,NA
"MDG_0000000007","PUBLISHED",1963,"AFR","MRT","BTSX",233.3,233.29948,NA,NA,NA
"MDG_0000000007","PUBLISHED",1963,"AFR","MRT","FMLE",222.1,222.1237,NA,NA,NA
"MDG_0000000007","PUBLISHED",1958,"AFR","MRT","MLE",277.1,277.1401,NA,NA,NA
"MDG_0000000007","PUBLISHED",1957,"AFR","MRT","BTSX",272.3,272.3374,NA,NA,NA
"MDG_0000000007","PUBLISHED",1953,"AFR","MRT","MLE",306.8,306.75189,NA,NA,NA
"MDG_0000000007","PUBLISHED",1952,"AFR","MRT","FMLE",287.8,287.77466,NA,NA,NA
"MDG_0000000007","PUBLISHED",1952,"AFR","MRT","MLE",312.1,312.05055,NA,NA,NA
"MDG_0000000007","PUBLISHED",2016,"AFR","MUS","FMLE",12.9,12.90373,NA,NA,NA
"MDG_0000000007","PUBLISHED",2016,"AFR","MUS","MLE",15.8,15.77584,NA,NA,NA
"MDG_0000000007","PUBLISHED",2015,"AFR","MUS","FMLE",12.9,12.88319,NA,NA,NA
"MDG_0000000007","PUBLISHED",2009,"AFR","MUS","BTSX",15.4,15.43232,NA,NA,NA
"MDG_0000000007","PUBLISHED",2005,"AFR","MUS","MLE",17.4,17.44796,NA,NA,NA
"MDG_0000000007","PUBLISHED",2004,"AFR","MUS","MLE",17.3,17.29509,NA,NA,NA
"MDG_0000000007","PUBLISHED",1999,"AFR","MUS","FMLE",17.7,17.66982,NA,NA,NA
"MDG_0000000007","PUBLISHED",1999,"AFR","MUS","MLE",22.6,22.56442,NA,NA,NA
"MDG_0000000007","PUBLISHED",1998,"AFR","MUS","FMLE",18.9,18.92305,NA,NA,NA
"MDG_0000000007","PUBLISHED",1994,"AFR","MUS","MLE",24.2,24.21516,NA,NA,NA
"MDG_0000000007","PUBLISHED",1993,"AFR","MUS","BTSX",21.2,21.19822,NA,NA,NA
"MDG_0000000007","PUBLISHED",1993,"AFR","MUS","FMLE",18.5,18.50078,NA,NA,NA
